Id,storeId,postcode,tag,hasCatalogue,storeName,displayName,address,suburb,state,phone,fax,latitude,longitude,hours,hoursDay
16882,16882,2020,,0,Mascot IGA Xpress Plus Liquor,Mascot IGA Xpress Plus Liquor,"Shop 3-5
1-5 Bourke Street




",Mascot,NSW,02 9669 1208,,-33.922870000000000,151.187524000000000,"6AM - 8PM
6AM - 8PM
6AM - 8PM
6AM - 8PM
6AM - 8PM
7AM - 8PM
7AM - 8PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday
"
14309,14309,2020,,0,IGA Mascot,IGA Mascot,"1169 Botany Road
",Mascot,NSW,02 8338 9955,,-33.930828000000000,151.194504000000000,"8AM - 7:30PM
8AM - 7:30PM
8AM - 7:30PM
8AM - 7:30PM
8AM - 7:30PM
8AM - 6PM
8AM - 6PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday 
"
14296,14296,2032,,0,IGA Local Grocer Kingsford,IGA Local Grocer Kingsford,"361 Anzac Parade
",Kingsford,NSW,02 9663 4737,,-33.923676000000000,151.227493000000000,"8:00 AM - 8:00 PM
8:00 AM - 8:00 PM
8:00 AM - 8:00 PM
8:00 AM - 8:00 PM
8:00 AM - 8:00 PM
9:00 AM - 7:00 PM
9:00 AM - 7:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
19347,19347,2019,,0,IGA Xpress Botany,IGA Xpress Botany,"Shop 1, 50 Pemberton Street",Botany,NSW,02 7901 5339,,-33.950555000000000,151.204258000000000,"7:00 AM - 8:00 PM
7:00 AM - 8:00 PM
7:00 AM - 8:00 PM
7:00 AM - 8:00 PM
7:00 AM - 8:00 PM
8:00 AM - 8:00 PM
9:00 AM - 7:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14239,14239,2019,,0,IGA Botany,IGA Botany,"1128 Botany Road
",Botany,NSW,02 9666 5280,,-33.944988000000000,151.196503000000000,"8:00 AM - 7:30 PM
8:00 AM - 7:30 PM
8:00 AM - 7:30 PM
8:00 AM - 7:30 PM
8:00 AM - 7:30 PM
8:00 AM - 7:00 PM
9:00 AM - 6:30 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
17658,17658,2021,,0,Romeos IGA Food Hall Paddington,Romeos IGA Food Hall Paddington,1 Newcombe Street,Paddington,NSW,(02) 9360 2591,,-33.887058000000000,151.229157000000000,"8AM - 9PM
8AM - 9PM
8AM - 9PM
8AM - 9PM
8AM - 9PM
8AM - 9PM
8AM - 9PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
21774,21774,2026,,0,Romeo's IGA Foodhall Bondi,Romeo's IGA Foodhall Bondi,48 Hall St,Bondi Beach,NSW,(02) 7201 8655,,-33.890110000000000,151.271690000000000,"6:00 AM - 10:00 PM
6:00 AM - 10:00 PM
6:00 AM - 10:00 PM
6:00 AM - 10:00 PM
6:00 AM - 10:00 PM
6:00 AM - 10:00 PM
7:00 AM - 10:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14373,14373,2033,,0,IGA Local Grocer UNSW,IGA Local Grocer UNSW,6/17 High Street,Kensington,NSW,02 9662 3900,,-33.915777000000000,151.232301000000000,"7AM - 10PM
7AM - 10PM
7AM - 10PM
7AM - 10PM
7AM - 10PM
9AM - 10PM
9AM - 10PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14340,14340,2029,,0,Supamart IGA Rose Bay,Supamart IGA Rose Bay,"1 Dover Road
",Rose Bay,NSW,02 9371 6730,,-33.870076000000000,151.270174000000000,"7:00 AM - 9:00 PM
7:00 AM - 9:00 PM
7:00 AM - 9:00 PM
7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 9:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14262,14262,2010,,0,IGA Darlinghurst,IGA Darlinghurst,"23 Oxford Street
",Darlinghurst,NSW,02 8262 5600,,-33.877560000000000,151.212967000000000,"6:00 AM - 12:00 AM
6:00 AM - 12:00 AM
6:00 AM - 12:00 AM
6:00 AM - 12:00 AM
6:00 AM - 12:00 AM
6:00 AM - 12:00 AM
6:00 AM - 12:00 AM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
21681,21681,2042,,0,IGA Local Grocer Newtown,IGA Local Grocer Newtown,40 King St,Newtown,NSW,(02) 8203 4525,,-33.892800000000000,151.186480000000000,"7:30 AM - 10:00 PM
7:30 AM - 10:00 PM
7:30 AM - 10:00 PM
7:30 AM - 10:00 PM
7:30 AM - 10:00 PM
7:30 AM - 10:00 PM
8:00 AM - 10:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
15848,15848,2037,,0,Supamart Tramsheds,Supamart Tramsheds,1 Dalgal Way,Forest Lodge,NSW,02 8321 9886,,-33.883960000000000,151.181500000000000,"7AM - 10PM
7AM - 10PM
7AM - 10PM
7AM - 10PM
7AM - 10PM
7AM - 10PM
7AM - 10PM","Monday:
Tuesday:
Wednesday:
Thursday:
Friday:
Saturday:
Sunday:"
14318,14318,2042,,0,IGA Newtown,IGA Newtown,"259 King St
",Newtown,NSW,02 9565 5455,,-33.896123000000000,151.180662000000000,"7AM - 12AM
7AM - 12AM
7AM - 12AM
7AM - 12AM
7AM - 12AM
7AM - 12AM
7:30AM - 12AM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday "
21607,21607,2038,,0,IGA Local Grocer Annandale,IGA Local Grocer Annandale,47 Booth Street,Annandale,NSW,(02) 9660 1646,,-33.882040000000000,151.173230000000000,"6am - 9pm
6am - 9pm
6am - 9pm
6am - 9pm
6am - 9pm
7am - 9pm
7am - 9pm","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14304,14304,2040,,0,IGA Lilyfield,IGA Lilyfield,"402 Catherine Street
",Lilyfield,NSW,02 9560 6721,,-33.874994000000000,151.164925000000000,"7:00AM - 9:00PM
7:00AM - 9:00PM
7:00AM - 9:00PM
7:00AM - 9:00PM
7:00AM - 9:00PM
7:00AM - 9:00PM
7:00AM - 9:00PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14300,14300,2040,,0,IGA Local Grocer Leichhardt,IGA Local Grocer Leichhardt,"136 Norton Street
",Leichhardt,NSW,02 9550 0091,,-33.882660000000000,151.156754000000000,"8AM - 8PM
8AM - 8PM
8AM - 8PM
8AM - 8PM
8AM - 8PM
8AM - 8PM
8AM - 8PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday 
"
14398,14398,2039,,0,IGA Local Grocer Rozelle,IGA Local Grocer Rozelle,"649 Darling Street
",Rozelle,NSW,02 9555 4688,,-33.862179000000000,151.170883000000000,"6:30 AM - 8:00 PM
6:30 AM - 8:00 PM
6:30 AM - 8:00 PM
6:30 AM - 9:00 PM
6:30 AM - 9:00 PM
6:30 AM - 9:00 PM
7:30 AM - 8:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14268,14268,2047,,0,IGA Drummoyne,IGA Drummoyne,"Unit 1 Sutton Place Shopping Centre
Victoria & Lyons Road",Drummoyne,NSW,02 9181 4744,,-33.851103000000000,151.154483000000000,"6:00 AM - 10:00 PM
6:00 AM - 10:00 PM
6:00 AM - 10:00 PM
6:00 AM - 10:00 PM
6:00 AM - 10:00 PM
6:00 AM - 10:00 PM
6:00 AM - 10:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14217,14217,2205,,0,IGA Arncliffe,IGA Arncliffe,"32 Firth Street
Shop 2",Arncliffe,NSW,02 8084 8295,,-33.937669000000000,151.146291000000000,,
14274,14274,2042,,0,IGA Local Grocer Enmore,IGA Local Grocer Enmore,"191-193 Enmore Rd
",Enmore,NSW,02 9557 4104,,-33.899025000000000,151.171616000000000,"7:30 AM - 10:00 PM
7:30 AM - 10:00 PM
7:30 AM - 10:00 PM
7:30 AM - 10:00 PM
7:30 AM - 10:00 PM
7:30 AM - 10:00 PM
7:30 AM - 10:00 PM
","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14355,14355,2048,,0,IGA Local Grocer Stanmore,IGA Local Grocer Stanmore,"2 Holt Street
",Stanmore,NSW,02 9560 4680,,-33.894901000000000,151.164215000000000,"8:00 AM - 7:30 PM
8:00 AM - 7:30 PM
8:00 AM - 7:30 PM
8:00 AM - 7:30 PM
8:00 AM - 7:30 PM
8:00 AM - 6:30 PM
9:00 AM - 3:30 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14480,14480,2130,,0,SUPA IGA Summer Hill,SUPA IGA Summer Hill,"1-11 Hardie Street
Shop 5",Summer Hill,NSW,02 9797 6611,,-33.891211000000000,151.137276000000000,"7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 9:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14270,14270,2203,,0,IGA Dulwich Hill,IGA Dulwich Hill,"398-400 New Canterbury Rd
",Dulwich Hill,NSW,02 9560 3077,,-33.903031000000000,151.143001000000000,"8AM - 8PM
8AM - 8PM
8AM - 8PM
8AM - 8PM
8AM - 8PM
8AM - 7PM
8AM - 7PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14283,14283,2065,,0,IGA Greenwich,IGA Greenwich,"87-89 Greenwich Road

",Greenwich,NSW,02 9438 1236,,-33.831261000000000,151.186417000000000,"7:00 AM - 7:00 PM
7:00 AM - 7:00 PM
7:00 AM - 7:00 PM
7:00 AM - 7:00 PM
7:00 AM - 7:00 PM
7:00 AM - 7:00 PM
7:30 AM - 7:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14422,14422,2045,,0,Lamonica's IGA Haberfield,Lamonica's IGA Haberfield,"155 Ramsay Rd
",Haberfield,NSW,02 9798 4105,,-33.880089000000000,151.138718000000000,"9:00 AM - 5:00 PM
9:00 AM - 5:00 PM
9:00 AM - 5:00 PM
9:00 AM - 5:00 PM
9:00 AM - 5:00 PM
9:00 AM - 5:00 PM
Closed
","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday
"
14212,14212,2046,,0,IGA Abbotsford,IGA Abbotsford,"302 Great North Rd
",Wareemba,NSW,02 9713 6788,,-33.856179000000000,151.130376000000000,"7:00 AM - 8:30 PM
7:00 AM - 8:30 PM
7:00 AM - 8:30 PM
7:00 AM - 8:30 PM
7:00 AM - 8:30 PM
7:30 AM - 8:00 PM
7:30 AM - 8:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14290,14290,2110,,0,IGA Local Grocer Hunters Hill,IGA Local Grocer Hunters Hill,"45 Gladesville Road
",Hunters Hill,NSW,02 9817 6789,,-33.833572000000000,151.142998000000000,"8:00 AM - 7:00 PM
8:00 AM - 7:00 PM
8:00 AM - 7:00 PM
8:00 AM - 7:00 PM
8:00 AM - 7:00 PM
8:00 AM - 5:00 PM
9:00 AM - 5:00 PM Public Holiday.9:00 AM - 5:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
18928,18928,2065,,0,IGA Romeo's Food Hall St Leonards,IGA Romeo's Food Hall St Leonards,201-205 Pacific Highway,St Leonards,NSW,02 9966 4233,,-33.822750000000000,151.194357000000000,"6:00 AM - 10:00 PM
6:00 AM - 10:00 PM
6:00 AM - 10:00 PM
6:00 AM - 10:00 PM
6:00 AM - 10:00 PM
6:00 AM - 10:00 PM
7:00 AM - 10:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14434,14434,2060,,0,North Sydney IGA Plus Liquor,North Sydney IGA Plus Liquor,"Greenwood Plaza
Shop 24",North Sydney,NSW,02 9957 6978,,-33.840321000000000,151.207504000000000,"7:00 AM - 7:00 PM
7:00 AM - 7:00 PM
7:00 AM - 7:00 PM
7:00 AM - 7:30 PM
7:00 AM - 7:00 PM
8:00 AM - 5:00 PM
CLOSED","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
21462,21462,2061,,0,IGA Local Grocer Milsons Point,IGA Local Grocer Milsons Point,"Shop 1, 30 Alfred Street",Milsons Point,NSW,0280543332,,-33.848110000000000,151.211440000000000,"6:30 AM - 11:00 PM
6:30 AM - 11:00 PM
6:30 AM - 11:00 PM
6:30 AM - 11:00 PM
6:30 AM - 11:00 PM
6:30 AM - 11:00 PM
6:30 AM - 11:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14313,14313,2088,,0,IGA Mosman,IGA Mosman,"902 Military Road
",Mosman,NSW,02 9960 1878,,-33.830444000000000,151.244354000000000,"8AM - 8PM
8AM - 8PM
8AM - 8PM
8AM - 9PM
8AM - 8PM
8AM - 7PM
9AM - 7PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday 
"
14351,14351,2088,,0,IGA Spit Junction (Ritchies),IGA Spit Junction (Ritchies),"1-3 Brady Street
Shop 1 Bridgepoint Shopping Centre",Spit Junction,NSW,02 9968 1435,,-33.824335000000000,151.240048000000000,,
14383,14383,2073,,0,IGA Local Grocer West Pymble,IGA Local Grocer West Pymble,"Kendall Street
Shop 8 Phillip Mall",West Pymble,NSW,02 9498 5224,,-33.760818000000000,151.130569000000000,"8:00 AM - 8:00 PM
8:00 AM - 8:00 PM
8:00 AM - 8:00 PM
8:00 AM - 8:00 PM
8:00 AM - 8:00 PM
8:00 AM - 8:00 PM
8:00 AM - 7:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
18813,18813,2070,,0,Supamart IGA Lindfield,Supamart IGA Lindfield,27 Lindfield Avenue,Lindfield,NSW,02 8404 0682,,-33.774571000000000,151.169521000000000,"7AM - 10PM
7AM - 10PM
7AM - 10PM
7AM - 10PM
7AM - 10PM
7AM - 10PM
7AM - 10PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14195,14195,2070,,0,IGA Local Grocer East Lindfield Plus Liquor,IGA Local Grocer East Lindfield Plus Liquor,"1 Hughes Place
",East Lindfield,NSW,02 9416 3545,,-33.767612000000000,151.187083000000000,"7:30 AM - 8:00 PM
7:30 AM - 8:00 PM
7:30 AM - 8:00 PM
7:30 AM - 8:00 PM
7:30 AM - 8:00 PM
7:30 AM - 8:00 PM
7:30 AM - 8:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14516,14516,2074,,0,IGA Xpress South Turramurra ,IGA Xpress South Turramurra ,"217B Kissing Point Rd
",South Turramurra,NSW,02 9144 7147,,-33.748682000000000,151.112574000000000,"7:00 AM - 8:00 PM
7:00 AM - 8:00 PM
7:00 AM - 8:00 PM
7:00 AM - 8:00 PM
7:00 AM - 9:00 PM
7:00 AM - 9:00 PM
7:00 AM - 8:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14371,14371,2074,,0,IGA Turramurra Plaza,IGA Turramurra Plaza,"1380 Pacific Highway
",Turramurra,NSW,02 9983 0526,,-33.733465000000000,151.127226000000000,"7:30 AM - 8:00 PM
7:30 AM - 8:00 PM
7:30 AM - 8:00 PM
7:30 AM - 8:00 PM
7:30 AM - 8:00 PM
7:30 AM - 8:00 PM
7:30 AM - 8:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14507,14507,2066,,0,Lane Cove IGA X-press,Lane Cove IGA X-press,"165 Burns Bay Rd
",Lane Cove,NSW,02 9427 2275,,-33.814576000000000,151.158041000000000,"7:00 AM - 7:00 PM
7:00 AM - 7:00 PM
7:00 AM - 7:00 PM
7:00 AM - 7:00 PM
7:00 AM - 7:00 PM
7:00 AM - 6:00 PM
7:00 AM - 6:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
21676,21676,2092,,0,IGA Local Grocer Seaforth,IGA Local Grocer Seaforth,539-541 Sydney Road,Seaforth,NSW,02 9948 0421,,-33.796990000000000,151.251960000000000,"07:00 AM - 08:00 PM
07:00 AM - 08:00 PM
07:00 AM - 08:00 PM
07:00 AM - 08:00 PM
07:00 AM - 08:00 PM
07:00 AM - 08:00 PM
07:00 AM - 08:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14456,14456,2090,,0,SUPA IGA Cremorne,SUPA IGA Cremorne,"287-305 Military Road
",Cremorne,NSW,02 9953 2977,,-33.828379000000000,151.229819000000000,"7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
8:00 AM - 9:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14353,14353,2075,,0,IGA Local Grocer St Ives North,IGA Local Grocer St Ives North,"351 Mona Vale Road
Shop 9",St Ives,NSW,02 9983 9206,,-33.717175000000000,151.173171000000000,"7:00 AM - 9:00 PM
7:00 AM - 9:00 PM
7:00 AM - 9:00 PM
7:00 AM - 9:00 PM
7:00 AM - 9:00 PM
7:00 AM - 9:00 PM
7:00 AM - 9:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14370,14370,2074,,0,IGA Local Grocer Turramurra,IGA Local Grocer Turramurra,"99A Eastern Road
",Turramurra,NSW,02 9489 4879,,-33.720788000000000,151.130861000000000,"7AM - 8PM
7AM - 8PM
7AM - 8PM
7AM - 8PM
7AM - 8PM
7AM - 8PM
7AM - 8PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14508,14508,2076,,0,IGA X-press East Wahroonga,IGA X-press East Wahroonga,"46-48 Hampden Ave
Shop 7",Wahroonga,NSW,02 9489 4967,,-33.710936000000000,151.137668000000000,"7:00 AM - 7:00 PM
7:00 AM - 7:00 PM
7:00 AM - 7:00 PM
7:00 AM - 7:00 PM
7:00 AM - 7:00 PM
8:00 AM - 7:00 PM
8:00 AM - 7:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14231,14231,2074,,0,IGA Local Grocer Bobbin Head (North Turramurra),IGA Local Grocer Bobbin Head (North Turramurra),"245 Bobbin Head Rd
",North Turramurra,NSW,02 9144 3500,,-33.713600000000000,151.147086000000000,"7:30AM - 7PM
7:30AM - 7PM
7:30AM - 7PM
7:30AM - 7PM
7:30AM - 7PM
7:30AM - 7PM
7:30AM - 7PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14374,14374,2076,,0,IGA Local Grocer Wahroonga Fresh,IGA Local Grocer Wahroonga Fresh,"19 Railway Avenue
",Wahroonga,NSW,02 9489 6033,,-33.718102000000000,151.116333000000000,"7AM - 8PM
7AM - 8PM
7AM - 8PM
7AM - 8PM
7AM - 8PM
7:30AM - 8PM
7:30AM - 7PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14280,14280,2159,,0,IGA Galston,IGA Galston,"Shop 2/350 Galston Road
",Galston,NSW,02 9653 1444,,-33.653053000000000,151.045902000000000,"7AM - 7PM
7AM - 7PM
7AM - 7PM
7AM - 7PM
7AM - 7PM
7AM - 7PM
7AM - 7PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14275,14275,2101,,0,IGA Elanora Heights,IGA Elanora Heights,"61 Kalang Road
",Elanora Heights,NSW,02 9913 8211,,-33.695862000000000,151.280106000000000,"7:00 AM - 7:30 PM
7:00 AM - 7:30 PM
7:00 AM - 7:30 PM
7:00 AM - 7:30 PM
7:00 AM - 7:30 PM
7:00 AM - 7:00 PM
7:00 AM - 7:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14517,14517,2102,,0,IGA Local Grocer Warriewood,IGA Local Grocer Warriewood,270 Garden Street,Warriewood,NSW,(02) 9979 1864,,-33.695239000000000,151.290038000000000,"7:00AM - 7:30PM
7:00AM - 7:30PM
7:00AM - 7:30PM
7:00AM - 7:30PM
7:00AM - 7:30PM
7:00AM - 7:30PM
7:00AM - 7:30PM","Monday:
Tuesday:
Wednesday:
Thursday:
Friday:
Saturday:
Sunday:"
14255,14255,2097,,0,IGA Collaroy Plateau,IGA Collaroy Plateau,"65 Veterans Parade
",Collaroy Plateau,NSW,02 9982 1846,,-33.726727000000000,151.286804000000000,"8:00 AM - 7:00 PM
8:00 AM - 7:00 PM
8:00 AM - 7:00 PM
8:00 AM - 8:00 PM
8:00 AM - 7:00 PM
8:00 AM - 7:00 PM
8:00 AM - 7:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14500,14500,2097,,0,IGA Local Grocer Collaroy Beach,IGA Local Grocer Collaroy Beach,"1139-1140 Pittwater Road
",Collaroy Beach,NSW,02 9971 2218,,-33.732049000000000,151.301007000000000,"7:00 AM - 7:30 PM
7:00 AM - 7:30 PM
7:00 AM - 7:30 PM
7:00 AM - 7:30 PM
7:00 AM - 7:30 PM
7:00 AM - 7:30 PM
7:00 AM - 7:30 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
21708,21708,2099,,0,IGA Local Grocer Dee Why Beach,IGA Local Grocer Dee Why Beach,"13 the Strand, Dee Why NSW 2099",Dee Why,NSW,02 8484 0320,,-33.754300000000000,151.296080000000000,,
21459,21459,2096,,0,Supamart IGA Freshwater,Supamart IGA Freshwater,22-26 Albert Street,Freshwater,NSW,02 9953 2996 ,,-33.778520000000000,151.285720000000000,"7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 10:00 PM
7:00 AM - 10:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14170,14170,2100,,0,IGA Allambie Heights,IGA Allambie Heights,"15 Grigor Place
",Allambie Heights,NSW,02 9452 1607,,-33.766000000000000,151.251000000000000,"6:00 AM - 9:00 PM
6:00 AM - 9:00 PM
6:00 AM - 9:00 PM
6:00 AM - 9:00 PM
6:00 AM - 9:00 PM
6:00 AM - 9:00 PM
6:00 AM - 9:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
14155,14155,2093,,0,Balgowlah Heights IGA Plus Liquor,Balgowlah Heights IGA Plus Liquor,"113 Beatrice Street
",Balgowlah Heights,NSW,02 9948 4578,,-33.800674000000000,151.257233000000000,"7:00 AM - 8:00 PM
7:00 AM - 8:00 PM
7:00 AM - 8:00 PM
7:00 AM - 8:00 PM
7:00 AM - 8:00 PM
7:00 AM - 8:00 PM
7:00 AM - 8:00 PM","Monday
Tuesday
Wednesday
Thursday
Friday
Saturday
Sunday"
